 
 

LOG  REP SIZE ALARM
BCT  300    0 ** 
BCT  400    0 .  
BCT  401    0 .  
NGSS 700   20 .  
NGSS 701   20 .  
NGSS 702   20 .  
NGSS 703    0 .  
NGSS 704    0 .  
DPTM 550   45 .  
DPTM 560   40 .  
DPTM 703    8 .  
DPTM 500   58 .  
DPTM 501   58 *  
DPTM 502   58 *  
DPTM 503   58 *  
DPTM 504   58 .  
DPTM 700   53 *  
DPTM 701   53 .  
DPTM 702   20 .  
DPTM 800    5 *  
DPTM 801    5 .  
DPTM 802    5 ** 
DPTM 803    5 *  
DPTO 600    0 .  
GWC  700    4 .  
GWC  701    4 .  
GWC  702    3 .  
VRDN 100   44 .  
VRDN 200   48 .  
XPKT 806   45 ** 
XPKT 807  123 .  
XPKT 906   45 ** 
XPKT 907  123 .  
XPKT 800   34 ** 
XPKT 801  118 .  
XPKT 300    0 .  
XPKT 301    0 .  
XPKT 302    0 .  
XPKT 303    0 .  
XPKT 340    0 .  
XPKT 341    0 .  
XPKT 350    0 .  
XPKT 351    0 .  
XPKT 352    0 .  
XPKT 600    0 .  
XPKT 601    0 .  
XPKT 602    0 .  
XPKT 603    0 .  
XPKT 604    0 .  
XPKT 605    0 .  
XPKT 606    0 .  
XPKT 353    0 .  
XPKT 607    0 .  
XPKT 608    0 .  
XPKT 620    0 .  
XPKT 610    0 .  
ATM  300   60 ** 
ATM  301   60 .  
ATM  500   60 .  
ATM  501   58 .  
ATM  600   56 .  
ATM  601   81 .  
ATM  604   85 .  
ATM  605   56 .  
ATM  800   65 *  
VOIP 800    0 .  
MG4I 501    0 .  
MG4I 502    0 .  
MG4I 300    0 .  
MG4I 301    0 .  
PCEM 501    0 .  
PCEM 502    0 .  
PCEM 503    0 .  
PCEM 506    0 .  
PCEM 509    0 .  
PCEM 510    0 .  
PCEM 512    0 .  
PCEM 513    0 .  
PCEM 514    0 .  
PCEM 515    0 .  
PCEM 516    0 .  
PCEM 517    0 .  
PCEM 520    0 .  
PCEM 521    0 .  
PCEM 300    0 *  
NSC  100    5 *  
SME  100    2 .  
SME  101    2 .  
SME  102    2 .  
SME  103    2 .  
SME  104    1 .  
SME  105    1 .  
SME  106    2 .  
SME  107    2 .  
SME  108   15 .  
SME  109   40 .  
SME  110    2 .  
SME  111    2 .  
ESA  101    0 .  
ESA  102    0 .  
ESA  103    0 .  
ESA  104    0 .  
ESA  122    0 .  
ESA  105    0 .  
ESA  106    0 .  
ESA  107    0 .  
ESA  108    0 .  
ESA  109    0 .  
ESA  110    0 .  
ESA  115    0 .  
ESA  120    0 .  
ESA  121    0 .  
IBN  109   46 .  
IBN  116   23 .  
IBN  115    2 .  
IBN  118    4 *  
IBN  119   12 .  
IBN  127   14 .  
IBN  128   13 .  
IBN  101   12 .  
IBN  102   12 .  
IBN  103    6 .  
IBN  104   12 .  
IBN  105    9 .  
IBN  123    0 .  
IBN  106   12 .  
IBN  120   12 .  
IBN  122   28 .  
IBN  107   34 .  
IBN  108   33 .  
IBN  124    2 .  
IBN  125    2 .  
IBN  126    1 .  
IBN  114    0 .  
IBN  130    8 .  
IBN  131   10 .  
IBN  132   26 .  
IBN  136    0 .  
IBN  110   21 .  
IBN  135    4 .  
IBN  129   32 .  
IBN  117   26 .  
IBN  113   22 .  
IBN  134   28 .  
IBN  138   51 .  
DPL  100    0 .  
DPL  101    0 .  
PES  100  200 ** 
PES  101   32 .  
PES  102   32 .  
PES  103   16 .  
PES  104    8 ** 
PES  105   16 *  
PES  106   10 .  
PES  107  200 .  
PES  112  200 .  
PES  109  200 ** 
PES  110  200 ** 
PES  111  200 .  
PES  108   16 .  
PES  113  200 *  
PES  114   16 *  
PES  115   12 .  
PES  116  120 .  
PES  117   31 *  
PES  200  300 ** 
PES  201  300 ** 
PES  202   25 .  
ALT  100   10 .  
ALT  101   39 .  
ALT  103   22 .  
ALT  104   22 .  
ALT  105    6 .  
ALT  106   22 .  
ALT  107   52 .  
ALT  108   84 .  
ALT  109    0 .  
ALT  110   55 .  
ALT  111   55 .  
ALT  200   48 .  
ALT  207   71 .  
ALT  208   78 .  
ALT  209  540 .  
ALT  300   56 .  
ALT  306  746 .  
ALT  307  216 .  
ALT  308   82 .  
ALT  309  554 .  
ALT  112   50 .  
ALT  113   14 .  
ISP  101   13 ** 
ISP  102   13 .  
ISP  103   15 .  
ISP  104    9 .  
ISP  105    1 .  
ISP  106    0 ** 
ISP  107   37 .  
ISP  108   30 .  
ISP  110    0 ** 
ISP  111    6 .  
ISP  112    2 *  
ISP  113   44 .  
ISP  114   30 .  
ECSL 100    0 .  
ECSL 101    0 .  
ECSL 102    0 .  
ECSL 103    0 .  
ECST 103    0 .  
ECST 104    0 .  
ECST 105    0 .  
ECST 106    0 .  
ACNS 101    7 .  
WUCR 101   16 .  
WUCR 102   16 .  
MDN  101   24 .  
MDN  100   17 .  
REPL 100   30 .  
ACD  110   10 .  
ACD  120    3 .  
ACD  130    8 .  
ACD  121    1 .  
ACD  100   19 ** 
ACD  140    5 .  
LMAN 100   58 .  
NMSH 111    0 .  
NMSH 112    0 .  
NMSH 113    0 .  
NMSH 114    0 .  
NMSS 115    0 .  
NMSS 116    0 .  
NMSS 117    0 .  
NMSS 118    0 .  
NMS  100    5 .  
NMS  101    5 .  
NMS  102    5 .  
NMS  103    5 .  
NMS  104    0 .  
CRT  600   18 .  
CHNB 150    0 .  
CHNB 151    0 .  
CHNB 152    0 .  
SCAI 100   53 .  
SCAI 101   35 .  
SCAI 102   82 .  
SCAI 103   73 .  
SCAI 200  100 .  
SCAI 300   42 .  
SCAI 301   27 .  
SCAI 311   59 .  
SCAI 302   27 .  
SCAI 303   26 .  
SCAI 304   92 .  
SCAI 320   64 .  
SCAI 400   49 .  
SCAI 500   12 .  
SCAI 501   12 .  
SCAI 502   13 .  
SCAI 600   22 .  
SALN 100    8 .  
SALN 101   16 .  
AGCF 100   11 .  
ARN  600   33 .  
ARN  601   32 .  
RMAN 100    8 .  
RMAN 101   29 .  
RMAN 102    7 .  
RMAN 103    7 .  
RMAN 104   10 .  
RMAN 105   10 .  
RMAN 106   55 .  
RMAN 107   14 .  
RMAN 108   10 .  
RMAN 109    7 .  
RMAN 110    9 .  
RMAN 111   15 .  
RMAN 112    7 .  
RMAN 113    6 .  
RMAN 114    7 .  
RMAN 115    7 .  
RMAN 116   14 .  
RMAN 117   10 .  
RMAN 118    7 .  
RMAN 119   10 .  
RMAN 120    7 .  
RMAN 121    7 .  
RMAN 122   15 .  
RMAN 123   15 .  
RMAN 124    7 .  
RMAN 125    7 .  
RMAN 126    8 .  
RMAN 127    7 .  
RMAN 128    7 .  
RMAN 129    7 .  
RMAN 130    8 .  
RMAN 131    7 .  
RMAN 132    7 .  
RMAN 133    7 .  
RMAN 134    8 .  
RMAN 135    9 .  
RMAN 136   10 .  
RMAN 137    7 .  
RMAN 138   33 .  
RMAN 139    7 .  
RMAN 140   10 .  
RMAN 141    7 .  
RMAN 142   13 .  
MIS  100   10 .  
MIS  110   22 .  
ALRM 111    0 *  
ALRM 112    0 .  
ALRM 109   28 .  
SIM  600   17 .  
ACG  100    0 .  
ACG  300   18 .  
ACG  600   16 .  
ASR  100    9 .  
ASR  101   20 .  
ASR  102   20 .  
ASR  103    0 .  
BCLI 101   33 .  
BCLI 102   33 .  
BCM  601    0 .  
RMSG 600    3 .  
RMSG 601    3 .  
RMSG 602    3 .  
RMSG 603    3 .  
MWR  101    6 .  
MWR  102   10 .  
CTFP 600   16 .  
TOME 301    1 ** 
TOME 601    0 .  
TOME 602    0 *  
DLC  100    1 .  
DLC  101   25 *  
DLC  102   25 ** 
DLC  103   25 .  
EDTK 100    0 .  
SPAP ***    3 .  
SPAP ***    3 .  
SPAP ***    7 .  
SPAP ***    3 .  
NCS  101   12 .  
NCS  102   43 .  
NCS  103   12 .  
NCS  104   43 .  
NCS  105   43 .  
PHLG 101  151 .  
PHLG 102  151 *  
PHLG 103  151 ** 
PHLG 104  151 ***
PHLG 111  151 .  
PHLG 112  151 *  
PHLG 113  151 ** 
PHLG 114  151 ***
PHLG 121  151 .  
PHLG 122  151 *  
PHLG 123  151 ** 
PHLG 124  151 ***
PHLG 131  151 .  
PHLG 132  151 *  
PHLG 133  151 ** 
PHLG 134  151 ***
PHLG 141  151 .  
PHLG 142  151 *  
PHLG 143  151 ** 
PHLG 144  151 ***
PHLG 191  151 .  
PHLG 192  151 *  
PHLG 193  151 ** 
PHLG 194  151 ***
PHLG 301   13 *  
PHLG 302   13 ** 
PHLG 303    0 .  
PHLG 304   30 ** 
PHLG 305    0 .  
PHLG 306   50 ** 
PHLG 307    0 ** 
PHLG 308   50 *  
PHLG 309   51 .  
LLC  100    0 ***
LLC  101    0 .  
PRA  200   55 *  
NSS  100    8 .  
NSS  101    8 .  
NSS  102    8 .  
NSS  103   11 .  
NSS  104    7 .  
NSS  105    8 .  
NSS  106    8 .  
NSS  107   11 .  
NSS  108   11 .  
SCSS 100   85 .  
SCSS 101   85 .  
SCSS 102   85 .  
SCSS 103   85 .  
SCSS 104   82 .  
REGR 101   16 .  
VMX  100   26 .  
VMX  101   28 .  
RSDT 100   55 *  
SLLC 100    6 ** 
SLLC 101    6 .  
SPC  100   14 .  
SPC  101   14 .  
SPC  102   14 .  
TCW  600   33 .  
TCW  601   32 .  
TME  102  101 .  
NPI  100   10 .  
NPI  101   11 .  
NPI  402    0 .  
NPI  803    0 .  
VOW  501   25 .  
VOW  502   25 .  
VOW  601   12 .  
VOW  602   20 .  
WHC  600   33 .  
WHC  601   32 .  
MCID 101   90 *  
MCID 100   31 *  
MCID 103   31 *  
MCID 110   19 *  
MCID 102   31 *  
MCID 600   21 .  
INTL 100   44 .  
INTL 101   44 .  
INTL 102   24 .  
INTL 103   31 .  
INTL 104    4 .  
INTL 110   13 .  
INTL 111   11 .  
CCAR 100   24 .  
NAG  400    0 .  
DCPY 100   54 ** 
DCPY 101   41 .  
CDR  268   91 .  
CDR  269   91 .  
CDR  270  741 .  
MTR  100   11 .  
MTR  102   20 .  
MTR  103   29 .  
MTR  104    8 .  
MTR  105   11 .  
MTR  106   20 ** 
MTR  107   20 .  
MTR  109   20 *  
MTR  112   28 .  
MTR  113   44 .  
MTR  114   10 ***
MTR  116    6 .  
MTR  118    1 .  
MTR  119   20 .  
MTR  120   50 .  
MTR  123    1 .  
MTR  125   26 .  
MTR  127   31 .  
MTR  128    1 .  
MTR  129   21 .  
MTR  130    4 .  
MTR  131    9 .  
MTR  132   29 .  
MTR  133    2 .  
MTR  134   15 .  
MTR  135    2 .  
MTR  136    1 .  
MTR  137    2 .  
MTR  138    3 .  
MTR  139    4 .  
MTR  140    1 .  
MTR  141    7 .  
MTR  142    3 .  
MTR  143   25 .  
MTR  144   13 .  
MTR  145   18 .  
MTR  146   18 .  
MTR  147   18 .  
MTR  148   13 .  
MTR  149    7 .  
MTR  150   36 .  
MTR  151    1 .  
MTR  152    9 .  
MTR  153   36 .  
MTR  154    6 .  
MTR  155    6 .  
MTR  156   14 .  
MTR  157   34 .  
MTR  158   25 .  
MTR  159    8 .  
MTR  161    8 .  
MTR  162   24 .  
MTR  163    0 .  
MTR  160    4 .  
MTRS 100   10 .  
MTRS 101   10 .  
PMC  100   17 .  
EMD  100  320 .  
EMD  101  320 .  
SMDR 100   44 .  
NRN  100   30 .  
WTNP 101   15 ** 
WTNP 102   15 ** 
LCRD 100    8 .  
LCRD 101    8 .  
C7MN 100  150 .  
C7MN 101  150 .  
C7MN 102    0 .  
C7MN 103    0 .  
C7MN 104    4 .  
OCBJ 100   96 .  
CLIV 100   29 .  
ICCL 100   37 .  
CLIS 100   29 .  
ACC  400   17 .  
ACC  401   10 .  
CNN  100   73 .  
CNN  101    2 .  
CNN  102   52 .  
ISC  600    0 .  
MCT  106   32 *  
MCT  101    7 ** 
MCT  102   12 ** 
MCT  103   18 ** 
MCT  104   13 ** 
MCT  105   17 ** 
MCT  107   17 ** 
MCT  108   17 ** 
MCT  153   10 ** 
MCT  154    7 ** 
VMWI 900    1 .  
CFP  600   19 .  
CFP  601   20 .  
DMCT 100   25 .  
DMCT 101   25 .  
DMCT 102    5 .  
IWUC 102   16 .  
IWUC 103    4 .  
IWUC 104    4 .  
SCR  100   25 .  
CEPT 100   12 .  
CEPT 101   24 .  
CEPT 102   22 .  
CSFJ 100   96 .  
DPNS 400    0 .  
DPNS 401    2 *  
DPNS 402   11 *  
DPNS 403   11 *  
DPNS 404   11 .  
DPNS 405   11 *  
DPNS 406   11 .  
DPNS 409   11 *  
FEAT 400   10 .  
DPNT 101   42 .  
DPNT 102   42 .  
DPNT 103   42 .  
DPNT 104   42 .  
DPNT 105   42 .  
DPNT 106   42 .  
DPNT 201   42 .  
DPNT 202   42 .  
DPNT 203   42 .  
DPNT 204   42 .  
DPNT 205   42 .  
DPNT 206   42 .  
PCA  600    0 .  
PCA  602    4 .  
PCA  601    0 .  
PCA  603    4 .  
PCA  604    4 .  
PCA  605    0 .  
PCA  606    0 .  
PCA  607    0 .  
PCA  608    0 .  
PCA  610    0 .  
PCA  620    0 .  
PCA  650    0 .  
CLBK 600   55 .  
CLBK 610  252 .  
CLBK 699  160 .  
CLBK 700   50 .  
ESV  100   11 .  
ESV  110    9 .  
ESV  120    9 .  
ESV  130   11 .  
TSR  100   19 .  
TSR  110   36 .  
TSR  120   19 .  
ESG  100    9 .  
ESG  101    5 .  
ESG  103    9 .  
TEST 100   29 .  
TEST 102   11 .  
TEST 101   20 .  
JSV  100   24 .  
JSV  110   22 .  
FRB  100    0 .  
DRT  100   15 .  
DNC  100   10 .  
VIP  101    3 .  
VIP  102    3 .  
VIP  103    0 .  
VIP  104   21 .  
EIN  301    0 .  
EIN  305    0 .  
EIN  310    0 ** 
EIN  315    0 .  
EIN  601    0 .  
EIN  602    0 .  
EIN  603    0 .  
EIN  604    0 .  
DNBD 300    0 .  
DNBD 301    3 .  
DNBD 303   24 .  
DNBD 304   50 .  
DNBD 305   34 .  
DNBD 306   42 .  
DNBD 307   33 .  
DNBD 602   72 .  
DNBD 606   19 .  
DNBD 900  614 .  
DNBA 600   53 .  
DNBA 601   53 .  
DNBA 605   53 .  
FPS  100   23 .  
SFPS 100    9 .  
PTP  100    0 .  
PTP  101    0 .  
CALR 100   28 .  
LNG  101   23 *  
CCHK 100   70 .  
INHI 105   18 .  
SPL  101    7 .  
VML  100    2 *  
VML  101    6 *  
VML  102    3 *  
VML  103    8 *  
VML  104    2 *  
VML  105    8 *  
VML  106    1 *  
VML  107   11 *  
VML  108   10 *  
VML  109    1 *  
VML  110    1 *  
VML  111    1 *  
VML  112    1 *  
MML  300   16 *  
MML  301    5 *  
MML  310   23 *  
MML  311   22 *  
MML  312   23 *  
MML  313   23 *  
MML  314   22 *  
MML  610   23 .  
MML  611   22 .  
MML  612   23 .  
MML  613   23 .  
MML  614   22 .  
NLTT 100    2 *  
NLTT 101    2 *  
NLTT 102    0 *  
NLTT 103    2 *  
NLTT 104    5 *  
NLTT 105    5 *  
TSTK 910    0 .  
TSTK 911   10 *  
TSTK 920   16 .  
TSTK 921   12 *  
TSTK 922   12 *  
TSTK 924   16 *  
TSTK 940   16 .  
TSTK 941   12 *  
TSTK 942   12 *  
TSTK 943   12 *  
TSTK 944   16 *  
TRST 100    0 .  
TIV  102   11 .  
TIV  103   11 .  
TIV  118    0 .  
TIV  117    0 .  
RBP  100   45 *  
V5   101   10 .  
V5   102   10 .  
V5   103   10 .  
V5   104   10 .  
V5   105   10 .  
V5   106    8 .  
V5   107    8 .  
V5   108    8 .  
V5   109    8 .  
V5   110    8 .  
V5   111    8 .  
V5   150   10 *  
V5   151   10 .  
V5   152   11 .  
V5   153   11 ** 
V5   154   10 .  
V5   200   10 .  
V5   201   26 .  
V5   202   26 .  
V5   203   26 .  
V5   250   25 .  
V5   251   25 .  
V5   252   25 .  
V5   253   19 .  
V5   254   23 .  
V5   255   25 .  
V5   256   25 .  
V5   257   25 .  
V5   300   16 .  
V5   301    5 .  
V5   302    8 .  
V5   400    8 .  
V5   401    8 .  
V5   402   10 .  
V5   403   10 .  
V5   404   11 .  
V5   260    8 .  
TEOL 100    0 .  
APS  100    0 .  
APS  101    0 .  
APS  102    0 .  
APS  103    0 .  
APS  104    0 .  
APS  105    0 .  
APS  106    0 .  
APS  107    0 .  
APS  108    0 .  
APS  109    0 .  
APS  110    0 .  
APS  111    0 .  
APS  112    0 .  
APS  113    0 .  
APS  114    0 .  
APS  115    0 .  
APS  116    0 .  
APS  117    0 .  
APS  118    0 .  
APS  119    0 .  
APS  120    0 .  
APS  121    0 .  
OAIN 200    8 .  
OAIN 201    9 .  
OAIN 202    1 .  
OAIN 203    1 .  
OAIN 204   11 .  
OAIN 205   10 .  
OAIN 206   20 .  
OAIN 207    8 .  
OAIN 208   16 .  
OAIN 209   19 .  
OAIN 300   74 .  
OAIN 301   22 .  
OAIN 302   14 .  
OAIN 303   35 .  
OAIN 304   23 .  
OAIN 305   34 .  
OAIN 306   12 .  
OAIN 600   38 .  
OAIN 601   32 .  
OAIN 602   10 .  
OAIN 603   10 .  
OAIN 604    8 .  
OAIN 612   19 .  
OAIN 613   34 .  
OAIN 615   36 .  
OAIN 625   24 .  
OAIN 500   52 .  
OAIN 502   56 *  
OAIN 503   56 .  
OAIN 504   56 .  
OAIN 505   56 .  
OAIN 506   56 .  
OAIN 507   56 .  
OAIN 700    0 .  
OAIN 701    0 .  
OAIN 605   61 .  
OAIN 606  110 .  
OAIN 607  105 .  
OAIN 614   22 .  
OAIN 608  255 .  
OAIN 609  255 .  
OAIN 610  255 .  
OAIN 611  255 .  
OAIN 616  255 .  
OAIN 617  255 .  
OAIN 618  255 .  
OAIN 619  255 .  
OAIN 620  255 .  
OAIN 621  255 .  
OAIN 622  255 .  
OAIN 623  255 .  
OAIN 624  255 .  
OAP  600    0 .  
OAP  601    0 .  
OAP  602    0 .  
OAP  603    0 .  
TOPP 100   54 .  
TOPP 101    1 .  
OPP  100  148 .  
TVSN 100   44 .  
VSND 200    1 .  
QMIS 100   10 .  
QMIS 101   13 .  
QMIS 102   38 .  
QMIS 103   52 .  
HSDF 501   19 .  
HSDF 301   23 .  
HSDF 502   19 .  
HSDF 302   24 .  
OSAC 200   52 .  
OSAC 201   43 .  
OSAC 202   61 .  
OSAC 203    8 .  
OSAC 204    9 .  
OSAC 300   91 .  
OSAC 600   91 .  
OSAC 601   76 .  
PARS 100    1 .  
PARS 101    1 .  
PARS 102   27 .  
PARS 103    3 .  
PARS 104    0 .  
MIST 100   22 .  
MIST 101   36 .  
MIST 102   40 .  
MIST 103   14 .  
MIST 104   15 .  
SNAC 100  105 .  
SNAC 101   97 .  
SNAC 102   97 *  
SNAC 103   97 ** 
SNAC 105   30 .  
VMTS 116   45 .  
TDR  100    0 .  
TDR  101    0 .  
TDR  102    0 .  
TDR  200    0 .  
OMX  101    4 *  
OMX  102    4 *  
TCCI 100   66 .  
TCCI 101   70 .  
TCCI 102   69 .  
VSN  100   55 .  
VSN  101   49 .  
VSN  102   71 .  
VSN  103   53 .  
VSN  104   53 .  
VSN  105   54 .  
VSN  106   53 .  
VSN  107   59 .  
VSN  108   48 .  
VSN  109   49 .  
VSN  110   53 .  
VSN  111   50 .  
VSN  112   52 .  
VSN  113   47 .  
VSN  114   48 .  
VSN  115   35 .  
VSN  116   64 .  
VSN  117   56 .  
VSN  118   47 .  
VSN  119    2 .  
VSN  120   24 .  
TOPS 100    3 .  
TOPS 102   44 .  
TOPS 103   18 .  
TOPS 104   31 .  
TOPS 105   11 .  
TOPS 106   11 .  
TOPS 107    3 .  
TOPS 108    3 .  
TOPS 109    3 .  
TOPS 110    3 .  
TOPS 111   20 .  
TOPS 112    9 .  
TOPS 113    0 .  
TOPS 114    6 .  
TOPS 115   85 .  
TOPS 116   30 .  
TOPS 117   28 .  
TOPS 118   26 .  
TOPS 119    0 .  
TOPS 120   27 .  
TOPS 121   65 .  
TOPS 122   39 .  
TOPS 124    0 .  
TOPS 125   57 .  
TOPS 126   34 .  
TOPS 127   34 .  
TOPS 128    1 .  
TOPS 129    5 .  
TOPS 130   12 .  
TOPS 131   80 .  
TOPS 132   51 .  
TOPS 133  154 .  
TOPS 134  125 .  
TOPS 135   13 .  
TOPS 136   19 .  
TOPS 137   62 .  
TOPS 140   14 .  
TOPS 300   56 ** 
TOPS 301   59 .  
TOPS 302   40 .  
TOPS 303    2 .  
TOPS 304   53 .  
TOPS 500   32 .  
TOPS 501   33 .  
TOPS 502   37 .  
TOPS 504   39 .  
TOPS 600   59 .  
TOPS 601   65 .  
TOPS 602   43 .  
TOPS 603  197 .  
TOPS 604   43 .  
TOPS 605    3 .  
TOPS 606   41 .  
TOPS 607   22 .  
TOPS 608    4 .  
TOPS 609    0 .  
TOPS 610   26 .  
TOPS 611   18 .  
TOPS 612   71 .  
TOPS 613    0 .  
TOPS 614   39 .  
TOPS 615    0 .  
TQMS 100   20 .  
XIP  600  143 .  
XIP  890  165 .  
XIP  891  165 .  
XIP  892  142 .  
XIP  893  142 .  
QMS  100   57 .  
QMS  101   57 .  
QMS  102   45 .  
QMS  103   18 .  
QMS  104    2 .  
DAS  100   13 .  
DAS  101   14 .  
DAS  102   18 .  
DAS  103   25 .  
DAS  104   30 .  
DAS  105   29 .  
DAS  106   29 .  
DAS  107   25 .  
RONI 100    7 .  
AASV 300    0 *  
AASV 301    0 .  
NOTE 100   36 .  
NOTE 101    1 .  
DCHA 100   21 .  
PKT  100   18 .  
PKT  101   18 .  
PKT  102   18 .  
PKT  200   18 .  
LOCK   .   19 .  
INIT   .   47 .  
SWER   .   50 .  
INFO   .   50 .  
TRAP   .  985 .  

